275.334,28.8804
120.274,66.5316
72.041,57.5797
120.119,66.3962
214.024,64.7531
213.947,64.0236
194.642,57.4198
172.104,56.7803
193.763,59.4632
72.5859,58.2028
226.292,145.194
193.463,77.8882
294.244,13.8884
284.193,132.175
203.496,67.239
270.256,22.7229
283.528,23.9446
92.2943,145.76
157.772,55.1666
94.1909,128.691
254.766,65.4808
113.044,116.582
52.7627,43.9048
291.606,86.4312
70.7608,148.449
217.741,62.8087
113.355,108.06
49.6512,150.243
246.202,132.459
29.3629,45.8336
282.131,68.8279
252.001,143.163
54.6042,121.583
256.832,68.8605
28.511,48.0916
50.4777,53.8098
91.5363,145.245
241.861,88.8817
284.133,66.7532
55.3852,55.6822
270.033,108.86
58.6932,56.6321
242.368,113.261
254.646,95.604
36.501,134.277
88.1159,57.5038
259.985,133.006
230.658,171.055
237.315,148.293
232.522,171.376
209.368,69.9163
14.6192,67.2718
262.528,132.661
273.903,87.2839
264.06,95.5855
295.139,131.575
274.376,88.8067
222.077,13.5787
292.611,69.4535
105.815,61.851
14.9543,65.3838
65.7759,126.825
67.8306,131.659
270.005,74.8406
240.423,95.8299
294.844,26.1853
211.67,131.688
182.31,63.4482
200.518,116.946
267.444,146.937
211.809,129.56
294.316,25.2314
184.979,73.0348
192.872,142.792
263.925,96.6374
105.049,130.886
68.8172,130.425
193.513,142.864
293.426,23.3902
105.431,136.383
273.22,132.561
238.304,73.9694
20.3203,111.99
213.24,158.976
257.835,26.1446
99.0971,44.4852
277.236,106.506
90.9099,156.847
99.696,44.3243
249.007,102.507
40.9803,135.854
193.965,145.587
124.966,80.1861
232.308,106.473
259.527,151.262
90.5772,159.577
284.843,98.2453
259.188,111.962
204.326,50.1226
285.626,103.942
222.707,51.5373
152.23,57.6073
221.111,51.995
202.717,51.3245
278.419,17.2388
197.866,145.517
285.544,96.5473
150.112,57.2707
249.279,84.6513
259.327,102.41
242.887,99.6773
240.065,128.14
46.239,56.9192
220.187,50.3021
281.359,105.003
152.638,57.1545
276.813,124.762
48.2477,139.815
207.127,162.509
72.651,136.976
276.888,124.248
179.651,50.2036
277.778,127.418
16.2033,14.025
111.994,147.999
262.265,20.1214
287.118,109.547
118.22,136.15
177.255,65.6749
102.639,151.931
185.242,150.536
258.451,99.4471
258.817,21.2121
257.67,105.776
258.523,107.494
251.409,11.3454
69.5081,49.7929
224.736,72.2192
203.728,82.4611
289.791,133.216
50.0722,157.222
49.884,135.685
142.887,68.1112
246.944,124.994
138.038,49.0596
259.745,139.546
223.129,190.492
204.174,82.8956
258.306,112.289
193.794,154.364
234.675,125.993
187.995,86.9673
290.239,143.599
278.139,151.785
284.271,139.231
274.118,98.6881
140.188,46.6216
271.392,114.72
231.956,118.032
14.9976,139.699
113.259,208.27
112.212,208.854
237.227,208.585
15.1583,125.379
262.189,117.972
15.3499,117.273
222.925,73.6704
