181.602,49.2576
282.303,160.176
264.522,113.766
260.445,121.607
202.228,159.919
174.319,66.3547
152.822,50.0272
144.195,149.024
125.814,108.105
247.405,121.278
271.671,52.8288
233.119,76.3663
279.185,143.179
238.339,121.421
295.85,103.55
233.791,141.14
271.335,99.117
255.703,17.6146
211.717,147.616
173.525,144.464
266.774,83.9535
282.522,160.443
144.318,186.926
289.886,126.171
58.7967,146.924
230.649,103.742
125.173,103.893
89.6453,103.556
26.1951,110.592
173.218,75.412
181.972,78.181
137.967,118.035
247.765,148.283
137.165,118.272
142.522,120.919
80.1105,144.583
154.819,159.42
131.208,82.4728
211.36,147.329
177.92,66.4276
292.438,151.787
72.5297,47.6625
242.174,50.1459
48.7569,123.688
273.813,54.87
249.765,90.3528
249.444,125.908
63.8776,143.132
190.753,51.0418
173.122,137.858
250.853,78.4924
19.2704,157.124
242.444,49.9536
53.6385,100.507
93.6127,106.747
248.076,52.1251
303.488,116.901
40.2931,145.168
287.63,54.6393
42.1942,158.106
264.811,83.5905
304.759,116.002
237.886,124.756
125.616,116.226
21.7543,43.311
122.487,143.216
287.126,50.9206
15.7246,41.0981
269.994,85.6847
291.157,123.242
94.4012,110.687
272.699,141.092
228.569,103.035
125.607,103.15
298.09,79.6158
232.99,207.889
183.904,137.743
159.478,166.92
158.361,163.379
25.534,181.89
173.792,144.624
87.9935,118.203
190.902,92.2839
289.672,30.1974
296.728,109.059
35.8347,117.742
81.0049,99.4135
185.225,96.1374
287.897,75.3737
65.8732,99.8111
162.415,64.6902
94.2875,101.375
64.2972,145.322
178.386,183.859
137.019,114.374
76.599,100.16
148.75,82.9217
145.416,123.805
207.073,192.334
236.055,65.1301
221.045,78.1053
22.6454,63.8326
12.3708,54.7555
63.7107,114.994
81.5551,50.9001
135.677,192.426
12.2006,53.3801
233.468,123.863
258.942,90.13
190.665,91.7755
251.636,77.1576
148.635,85.7699
251.419,17.6511
82.4612,163.97
47.1484,99.2197
181.402,181.662
181.666,94.3434
24.267,65.9617
263.827,27.2171
154.402,164.519
217.429,51.5749
214.274,176.844
47.9338,126.027
100.149,181.266
67.1741,104.502
35.1393,162.084
281.402,78.7504
257.267,168.611
172.787,132.513
212.762,174.226
180.141,133.623
260.898,78.0993
180.716,136.839
54.7228,67.6232
211.891,172.791
197.89,131.351
205.459,61.4141
125.837,98.9201
19.3146,99.8373
150.746,183.425
198.847,151.268
126.311,14.1395
14.7365,54.1506
231.562,89.2789
260.904,165.4
299.158,159.493
260.761,52.066
96.2268,112.92
105.982,108.418
108.135,109.335
219.225,77.5202
282.416,85.2407
148.232,89.0367
265.345,75.941
251.638,159.994
205.888,116.402
201.347,92.9448
80.2193,64.657
234.95,122.448
125.61,154.454
16.4953,30.7337
206.935,102.403
151.611,123.067
36.3393,187.8
181.848,125.939
49.5056,99.2989
154.369,93.996
93.8692,91.4794
64.2197,105.078
140.415,98.8549
273.939,175.9
208.8,98.7956
102.939,170.157
121.756,90.436
279.209,86.8328
290.51,175.605
72.2376,160.104
238.171,22.81
202.985,118.05
152.171,123.316
53.4796,95.4323
168.739,175.071
41.8184,182.668
72.9602,100.195
171.094,181.305
161.979,66.2879
205.823,131.028
52.6967,84.981
304.978,88.8312
205.007,156.06
68.7208,99.7365
61.1515,90.89
152.432,105.252
55.6963,100.569
193.495,211.433
164.575,13.0239
215.155,113.804
236.071,51.9931
200.536,136.168
57.8138,95.6744
263.427,175.081
215.597,120.594
192.899,209.447
270.15,40.0059
161.033,166.482
20.7074,55.8171
28.4075,140.564
